,RANK,POENG,Resultat,Lagnavn:,Antall på lag (SKRIV KUN TALL):,1. (SKRIV MED BLOKKBOKSTAVER),2. (SKRIV MED BLOKKBOKSTAVER),3. (SKRIV DATOEN SÅNN HER: DD.MM.ÅÅÅÅ),4. (SKRIV MED BLOKKBOKSTAVER),5. (SKRIV MED BLOKKBOKSTAVER),6. (SKRIV MED BLOKKBOKSTAVER),7. (SKRIV MED BLOKKBOKSTAVER),8. (SKRIV MED BLOKKBOKSTAVER),9. (SKRIV MED TALL),10. (SKRIV MED BLOKKBOKSTAVER),11. (SKRIV MED TALL),12. (SKRIV MED BLOKKBOKSTAVER),13. (SKRIV MED BLOKKBOKSTAVER),"14. (SKRIV MED BLOKKBOKSTAVER) OG SVAR MED TALL, IKKE BOKSTAVER",15. (SKRIV MED BLOKKBOKSTAVER),16. (SKRIV MED BLOKKBOKSTAVER),17. (SKRIV MED BLOKKBOKSTAVER),18. (SKRIV MED BLOKKBOKSTAVER),19. (SKRIV MED BLOKKBOKSTAVER),20. (SKRIV MED BLOKKBOKSTAVER),21. (SKRIV MED BLOKKBOKSTAVER),22. (SKRIV MED BLOKKBOKSTAVER),23. (SKRIV MED BLOKKBOKSTAVER),"24. (SKRIV MED BLOKKBOKSTAVER) HA ""OG"" MELLOM HVERT PRODUKT. EKSEMPEL: KLUBBE OG SVERD OG PISTOL OG ATOMBOMBE. FRA ELDSTE PRODUKT TIL NYESTE.",25. (SKRIV MED BLOKKBOKSTAVER),26. (SKRIV MED BLOKKBOKSTAVER),27. (SKRIV KUN TALL),28. (SKRIV MED BLOKKBOKSTAVER),29. (SKRIV MED BLOKKBOKSTAVER),30. (SKRIV MED BLOKKBOKSTAVER)
,18,14,14 / 32,THE FJORDFISTERS,2,INDIANA JONES,HEST,09.04.1939,RHODE ISLAND,PSYDUCK,10%,MAMMAEN TIL MICHELLE,RUSSLAND,1970,KLOSE,24,SØR KOREA,EIFFELTÅRNET,18,TITANIC,NEW YORK,TLC,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,SINGAPORE,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PS2 OG IPOD,PRIMADONNA,HITCHCOCK,92,CHRYSLERTÅRNET,KREPSDYR,EVIGHET
,18,14,14 / 32,THE COUSINS,5,INDIANA,FLODHEST,01.09.1939,CALIFORNIA,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1970,THOMAS MÜLLER,70,JAPAN,EIFFELTÅRNET,9,CITIZEN KANE,NEVADA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SIGD,INDONESIA,TORSDAG,GWYNETH PALTROW,BEVEGELSE,TAMAGOTCHI OG FERBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,ALFRED HITCHCOCK,92,EMPIRE STATE BUILDING,GNAGERFAMILIEN,EVIGHET
,18,14,14 / 32,testtest123,2,INDIANA JONES,HESTER,01.09.1939,MAIN,XX,10%,XX,INDONESIA,1968,MARADONNA,200,INDIA,EIFELTÅRNET,6,TITANIC,TEXAS,EFEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGGEL,THAILAND,TORSDAG,ANGELINA JOLI,LYSETS HASTIGHET,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,PRIMA DONNA,WALTER DISNEY,94,CHRYSTLER,GNAGER,HÅP OG TRO
,18,14,14 / 32,Team Volda,4,INDIANA ,FLODHESTER,02.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1971,KLOSE,23,INDIA,EIFFELTÅRNET,11,TITANIC,TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,MALAYSIA,SØNDAG,PALTROW,CONBUSTION,TAMAGOCHI OG PLAYSTATION 2 OG IPOD OG FURBY,PRIMADONNA,DEMILLE,96,CHRYSLER BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,Team Vestgården,4,DOCTOR JONES,FLODHESTER,09.10.1939,MAINE,PSYDUCK,20%,PILOTFRUE,GRØNLAND,1974,KLOSE,35,SØR-KOREA,EIFFELTÅRNET,13,TITANIC,KANSAS,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),KORN,THAILAND,TORSDAG,PALTROW,AKSELERASJON,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,EKSANTIPPE,HITCHCOCK,94,EMPIRE STATE BUILDING,KATT,SOLOPPGANG
,18,14,14 / 32,Team Swix,6,INDIANA,FLODHEST,15.10.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,USA,1972,KLOSE,300,SØR-KOREA,EIFFELTÅRNET,18,TITANIC,OHIO,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),BØLGE,THAILAND,TORSDAG,MOORE,CELSIUS,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,DISNEY,92,ROCKEFELLER CENTER,FUGL,KJÆRLIGHET
,18,14,14 / 32,Team Gursken,5,INDIANA JONES,FLODHEST,01.10.1939,MAINE,PSYDUCK,20%,PILOTFRUE,DANMARK,1973,MÜLLER,40,SØR-KOREA,EIFELTÅRNET,8,TITANIC,KENTUCKY,EUPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,MONGOLIA,ONSDAG,GWYNETH PALTROW,LYSHASTIGHET,FERBIE OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2 ,PRIMADONNA,HITCHCOCK,93,ROCKEFELLER CENTER,KATT,KJÆRLIGHET
,18,14,14 / 32,Team Gabriel,3,DR STONEAGE,HESTER,01.09.1939,MAINE,PICACHU,20%,PILOTFRUE,AUSTRALIA,1971,MULLER,300,JAPAN,EIFFELTÅRNET,8,TITANIC,NORTH CAROLINA,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGL,FILIPPINENE,TORSDAG,DIAZ,LYSETS HASTIGHET,D OG C OG A OG B,PRIMADONNA,DISNEY,97,TRUMP TOWER,HJORT,HÅP
,18,14,14 / 32,Stamania,2,DOCTOR JONES,HESTER,01.09.1939,SOUTH CAROLINA,DUCKFACE,10%,PILOTFRUE,BRASIL,1952,PELE,15,CANADA,EIFFELTÅRNET,7,TITANIC,COLORADO,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,INDIA,TORSDAG,ANGELINA JOLIE,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2 (PS2),PRIMADONNA,STEVEN SPIELBERG,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,18,14,14 / 32,Stamania,2,DOCTOR JONES,HESTER,01.09.1939,SOUTH CAROLINA,DUCKFACE,10%,PILOTFRUE,BRASIL,1952,PELE,15,CANADA,EIFFELTÅRNET,7,TITANIC,COLORADO,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,INDIA,TORSDAG,ANGELINA JOLIE,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2 (PS2),PRIMADONNA,STEVEN SPIELBERG,96,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,18,14,14 / 32,SPA - GIRLS <3,3,INDIANA JONES,HEST,01.09.1939,MIAMI,PIPCHU,20%,PILOTFRUE,RUSSLAND,1970,PILE,350,KINA,EIFELTÅRNET,15,TEETH,KENTUCKY,EPIMA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,INDIA,TORSDAG,GWYNEETH PALTROW,CARBON,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,BUSTER KEATON,96,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,18,14,14 / 32,Slåstad DreamTeam,5,INDIANA JONES,FLODHEST,01.09.1939,RHODE ISLAND,SQUIRTEL,20%,PILOTFRUE,NORGE,1972,KLOSE,70,INDIA,EIFFELTÅRNET,22,TITANIC,TENNESSE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),SVERD,INDONESIA,TORSDAG,CATHARINA ZETA JONES,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG PS2 OG IPOD,PRIMADONNA,CHARLIE CHAPLIN,93,CHRYSLER BUILDING,MAURSLUKER,EVIGHET
,18,14,14 / 32,Skamklöpt,2,INDIANA JONES,FLODHESTER,03.09.1939,DELAWARE,PSYDUCK,20%,PILOTFRUE,NORGE,1971,KLOSE,35,INDIA,EIFFELTÅRNET,10,TITANIC,PENNSYLVANIA,CARDIGANS,B) NEPAL OG MALAYSIA (SAMMENLAGT),AK47,IRAN,ONSDAG,KIDMAN,LYSFARTEN,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,DISNEY,92,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,Sengequizer,2,INDIANA JONES,MØRKET,02.04.1939,MAINE,DUCKY,20%,PILOTFRUE,GRØNNLAND,1968,PELE,1300,INDIA,EIFELTÅRNET,26,TITANIC,TEXAS,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),TRE,FILIPPINENE,TORSDAG,JULIA ROBERTS,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,DRONNING,WALT DISNEY,93,EMPIRE STATE BUILDING,KATT,LIVETS SANG
,18,14,14 / 32,SeHvorBraViKlarerOssUtenDegAmanada,2,DOCTOR JONES,FLODHEST,13.05.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1970,MIROSLAV KLOSA,400,STORBRITANNIA,EIFFELTÅRNET,8,TITANIC, CALIFORNIA,HALVMÅNE,C) ETHIOPIA OG BELGIA (SAMMENLAGT),HALVMÅNE,.,TIRSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,D OG C OG A OG B,LADY,VET IKKE,92,WORLD TRADE CENTER,KATTEDYR,KJÆRLIGHET
,18,14,14 / 32,ROMA,6,INDIANA JONES,HESTER,03.09.1939,MAINE,FROSK,5%,FINCKENHAGEN,AUSTRALIA,1970,GERT MULLER,45,INDIA,EIFFELTÅRNET,18 (SEKSTEN),TITANIC,KENTUCKY,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,KASAKSTAN,TORSDAG,CAMERON DIAZ,LYSETS HASTIGHET,TAMAGOTCHI OG IPOD OG  PLAYSTATION 2 OG FURBY,DIVA,JOHN FORD,97,CHRYSLER BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,18,14,14 / 32,Quizzlybears - make quiz great again,4,INDIANA JONES,FLODHEST,08.09.1939,FLORIDA,GOLDDUCK,20%,PILOTFRUE,NORGE,1974,KLOSE,67,INDIA,EIFFELTÅRNET,5,TITANIC,OHIO,TUESDAY,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),VÅPEN,INDONESIA,TORSDAG,PALTROW,LYSETS HASTIGHET, TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,COPPOLA,93,CHRYSLER BUILDING,INSEKT,KJÆRLIGHET
,18,14,14 / 32,Quizzly bears,4,INDIANA JONES,HEST,18.03.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1972,KLOSE,1200,SØR-KOREA,EIFFELTÅRNET,10,TITANIC,TEXAS,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),ANKER,MALAYSIA,FREDAG,GWYNETH PALTHROW,LYSETS HASTIGHET,D OG C OG A OG B,HIGH MAINTENANCE,WALT DISNEY,88,CHRYSLER BUILDING,APEKATT,KJÆRLIGHET
,18,14,14 / 32,Quiztleg Fjolleparti,2,INDIANA JONES,HEST,14.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,GRØNLAND,1970,LIONEL MESSI,50,INDIA,EMPIRE STATE BUILDING,6,tann x10 +c,NEBRASKA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SPADE,BANGLADESH,TORSDAG,GWYNETH PALTROW,COMPRESSION,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION2,FØRSTEDAME,WALT DISNEY,94,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,18,14,14 / 32,Quiztian Ringnes,6,INDIANA JONES,FLODHEST,03.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1971,MARADONA,70,SØR-KOREA,EIFFELTÅRNET,7,TOOTSIE,NEW YORK ,NSYNC,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),KOMPASS,THAILAND,TORSDAG,CAMERON DIAZ,LYSETS HASTIGHET,TAMAGOTCHI OG FIRBY OG PLAYSTATION OG IPOD,PRIMADONNA,CHARLIE CHAPLIN,94,CHRYSLER TÅRNET,GNAGER,KJÆRLIGHET
,18,14,14 / 32,Quizter Falck,2,INDIANA,FLODHEST,09.04.1939,NEW HAMPSHIRE,DUCKY,10%,PILOTFRUE,NORGE,1970,KLOSE,31,JAPAN,EIFFELTÅRNET,9,PLATOON,ARIZONA,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,VIETNAM,TORSDAG,GWYNETH PALTROW,CONTACT,C OG D OG B OG A,BITCH,DISNEY,92,EMPIRE STATE BUILDING,HJORT,KJÆRLIGHET
,18,14,14 / 32,QUIZIRINOS,2,INDIANA JONES,FLODHEST,03.09.1939,RHODE ISLAND,PLATYPUS,5%,PILOTFRUE,AUSTRALIA ,1979,KLOSE,130000,JAPAN,EIFFELTÅRNET ,9,TITANIC ,UTAH,SUGARBABES,B) NEPAL OG MALAYSIA (SAMMENLAGT),BLOMST,VIETNAM,TORSDAG,NICOLE KIDMAN,LYSETS HASTIGHET,D OG B OG C OG A,DIVA,WALT DISNEY,96,EMPIRE STATE BUILDING,NEBBDYR,KJÆRLIGHET
,18,14,14 / 32,Quaranteam_69,3,INDIANA JONES,FLODHESTER,31.03.1939,MAINE,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1982,MARADONNA,68,SØR-KOREA,EMPIRE STATE BUILDING,8,TITANIC,VIRGINIA,SURFEROSA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGL,TAIWAN,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,HITCHCOCK,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,pøkk,1,INDIANA JONES,HEST,09.04.1939,DELAWARE,PSYDUCK,20%,FOTBALLFRUE,RUSSLAND,1978,MESSI,20,SØR-KOREA,EIFFELTÅRNET,9,TANTE POSE,OKLAHOMA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MOSKE,PAKISTAN,TORSDAG,REESE WITHERSPOON,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,DIVA,DISNEY,93,EMPIRE STATE BUILDING,MAURSLUKER,KJÆRLIGHET
,18,14,14 / 32,PussyPower,5,INDIANA,FLODHEST,14.04.1939,MAINE,ZORBIT,20%,PILOTFRUE,RUSSLAND,1976,KLOSE,230,INDIA,EIFFELTÅRNET,14,TITANIC,ALABAMA,GIRLS KEEP SECRETS IN A STRANGE WAY,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,VIETNAM,FREDAG,GWYNETH PALTROW,LYSETS HASTIGHET,D OG C OG B OG A,DRAMAQUEEN,WALT DISNEY,94,TRUMP TOWER,KATTEFAMILIEN,KJÆRLIGHET
,18,14,14 / 32,PSYKT CORSLELIG,5,FRANKENSTEIN,HEST,06.09.1939,SEATTLE,PSYDUCK,10%,PILOTFRUE,NORGE,1974,MULLER,130,SØR KOREA,EIFFELTÅRNET,7,TITANIC,SOUTH DAKOTA,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MACHETE,MALAYSIA ,TORSDAG,CAMERON DIAZ,HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION ,PRIMADONNA,WALT DISNEY,93,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,PIZZAELSKERNE,2,INDIANA JONES,FLODHEST,09.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1969,KLOSE,100,SØR-KOREA,EIFFELTÅRNET,9,TITANIC,VERMONT,A1,B) NEPAL OG MALAYSIA (SAMMENLAGT),SIGD,UMA THURMAN,MYANMAR,ONSDAG,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,EMPIRE STATE BUILDING,92,HITCHCOCK,DOVENDYR,KJÆRLIGHET
,18,14,14 / 32,Pavene,2,INDIANA JONES,HIKKING,01.08.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,NORGE,1971,MORGAN,70,SØR-KOREA,EIFFELTÅRNET,7,TOOTHSIE,KENTUCKY,M2M,B) NEPAL OG MALAYSIA (SAMMENLAGT),HAMMER,MONGOLIA,TORSDAG,WINONA RYDER,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,PRIMADONNA,WALT DISNEY,94,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,Partygata 45,2,INDIANA JONES,FLODHEST,01.09.1939,RHODE ISLAND,PSYDUCK,20%,PILOTFRUE,NORGE,1969,KLOSE,75,SØR-KOREA,EIFFELTÅRNET,29,TITANIC,OHIO,SPICE GIRLS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),ANTILOPE,MALAYSIA,ONSDAG,DEMI MOORE,LYSETS HASTIGHET,FURBY OG IPOD OG TAMAGOTCHI OG PLAYSTATION 2,CHEEKY,WALT DISNEY,93,EMPIRE STATE BUILDING,APE,PARADIS
,18,14,14 / 32,Pantelåneren i Førde,1,INDIANA JONES,HESTER,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1973,PUSKAS,78,JAPAN,EIFFELTÅRNET,6,USIKKER,TENNESSEE,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,TURKMENISTAN,TIRSDAG,ANGELINA JOLIE,USIKKER,TAMAGOTCHI OG IPOD OG FURBY OG PLAYSTATION 2 ,OVENPÅ,CHARLIE CHAPLIN,94,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,18,14,14 / 32,Pandermix,6,INDIANA JONES,STORE TING,01.09.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1969,MIROSLAV KLOSE,40,INDIA,EIFFELTÅRNET,9,TITANIC,NEVADA,THE CARDIGANS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),ÅRER,NORD KOREA,TORSDAG,DEMI MOORE,AKSELRASJON,D OG C OG A OG B,PRIMADONNA,CHARLIE CHAPLIN,97,TRUMP TOWERS,KATT,KJÆRLIGHET
,18,14,14 / 32,Palma Players ,2,INDIANA JONES ,FLODHEST,23.09.1939,IDAHO,DUCK,20%,PILOTFRUE,NORGE,1971,KLOSE,142,SINGAPORE,EIFFELTÅRNET ,8,TITANIC,PENNSYLVAINIA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SPADE,THAILAND,TORSDAG,RYDER,CARBON,TAMAGOTCHI OG IPOD OG FURBY OG PLAYSTATION 2,NARSISISST,WALT DISNEY ,95,EMPIRE STATE BULIDING,KATTEFAMILIEN,LENGSEL
,18,14,14 / 32,PALLPLASS,2,INDIANA JONES,VANN,03.09.1939,VERMONT,POKKI,20%,PILOTFRUE,NORGE,1968,FONTAINE,100,SØR-KOREA,EIFFELTÅRNET,11,TITANIC,KANSAS,EPHEMRA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),PASS,MYANMAR,TORSDAG,DREW BARRYMORE,CRAFT,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,HITCHCOCK,97,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,OG FØLGENDE LAG ER DISKVALIFISERT,4,INDIANA,FLODHEST,11.05.1949,MAINE,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1983,MARADONA,137,SØR-KOREA,EIFFELTÅRNET,10,TITANIC,NEW YORK,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),PALME,MONGOLIA,TORSDAG,GWYNETH PALTROW,AKSELLERASJON,D OG C OG B OG A,POMPØS,CHARLIE CHAPLIN,93,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,18,14,14 / 32,Nygaardsvold vs Jensen,4,INDIANA JONES,HEST,01.09.1939,FLORIDA,DUCKIFACE,10%,PILOTFRUE,NORGE,1974,RONALDO,58,JAPAN,EIFFELTÅRNET,13,TOOTHFAIRY,TENNESSEE,EFEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MÅNE,INDONESIA ,TORSDAG,CAMERON DIAZ,KARBON,TAMAGOTCHI OG IPOD OG FURBY OG PLAYSTATION 2 ,PRIMADONNA,MICHAEL CURTIZ,93,EMPIRE STATE BUILDING,ØGLE,KJÆRLIGHET
,18,14,14 / 32,MOSA,3,INDIANA JONES,HEST,09.10.1939,MAINE,SUCKY,20%,PILOTFRUE,RUSSLAND,1974,KLOSE,41,SØR-KOREA,EIFELTÅRNET,12,TITANIC,ARKANSAS,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),GEVÆR,USBEKISTAN,TORSDAG,PALTROW,CONTINUUM,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,ASTAIRE,92,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,May The Hoes Be With You,5,INDIANA JONES,FLODHEST,09.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1971,PELE,35,SØR KOREA,EIFFELTÅRNET,6,TITANIC,TENNESSEE,M2M,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,IRAK,TORSDAG,GWYNETH PATROW,CARBON,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD ,BITCH,WALT DISNEY,93,EMPIRE STATE BUILDING,AMFIBIER,KJÆRLIGHET
,18,14,14 / 32,LUA TIL OLAV THON,4,INDIANA JONES,FLODHEST,14.04.1939,FLORIDA,PSYDUCK,20%,ANER IKKE,AUSTRALIA,1970,MARADONNA,1200,TYSKLAND,EIFFELTÅRNET,9,TITANIC,IOWA,M2M,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,BANGKOK,TIRSDAG,GWYNETH PALTROW,CHARGE,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,PRIMADONNA,DISNEY,87,EMPIRE STATE BUILDING,KRYPDYR,KJÆRLIGHET
,18,14,14 / 32,Livet smiler i karantene,2,INDIANA JONES,FLODEHEST,01.09.1939,MAINE,PSYDUCK,20%,PILOTFRUE,NORGE,1998,MARADONNA,49,KINA,EIFELTÅRNET,9,THE DENTIST,TENNESSEE,MTOM,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SPADE,FILIPPINENE,TORSDAG,CAMERON DIAZ,CONTENT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,SAVAGE,WALT DISNEY,97,EMPRIE STATE BUILDING,REPTIL,KJÆRLIGHET
,18,14,14 / 32,LAKSEVÅG ,1,INDIANA JONES,HESTER,03.10.1939,FLORIDA,PSYDUCK,20%,VOE,RUSSLAND,1970,RONALDO,200,JAPAN,EIFELTÅRNET,11,TITANIC,ARKANSAS,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),BIL,THAILAND,FREDAG,N,K,B OG D OG A OG C,G,G,1923,EMPIRE STATE,H,H
,18,14,14 / 32,Kvirus,2,INDIANA,FLODHEST,01.09.1939,MAINE,PIKATCHU,10%,PILOTFRUE,RUSSLAND,1972,LEWANDOVSKI,100,STORBRITANNIA,EIFELTÅRNET,6,TANNVERK,TEXAS,EFEMRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),AK47,SØR-KOREA,TIRSDAG,PALTROW,LYSHASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMAL,HUBERT,95,CHRYSLER BUILDING,KATTEDYR,KJÆRLIGHET
,18,14,14 / 32,KOSA ÅKKE,2,DR LIVINGSTONE,FLODHEST,20.11.1939,MAINE,DUCKMAN,10%,PILOTFRUE,NORGE,1971,FONTAINE,100,JAPAN,EIFFELTÅRNET,15,FILM,ALABAMA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),FJELL,AFGHANISTAN,ONSDAG,PALTROW,TETTHET,TAMAGOTCHI OG FURBY OG PS2 OG IPOD,DIVA,DISNEY,96,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,Koronitas,3,INDIANA,FLODHEST,09.04.1939,OREGON,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1976,RONALDO,72,SØR-KOREA,EIFFELTÅRNET,11,TITANIC,CONNECTICUT,BERTINE ZETLITZ,B) NEPAL OG MALAYSIA (SAMMENLAGT),GEVÆR,SINGAPORE,LØRDAG,PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,HITCHCOCK,93,EMPIRE STATE,KATT,KJÆRLIGHET
,18,14,14 / 32,KONGEBARNA,4,INDIANA JONES,HESTER,01.09.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,RONALDO,38,INDIA,EIFFELTÅRNET,6,TITANIC,TENNESEE,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),TRE,THAILAND,TORSDAG,GWYNETH PALTROW,TETTHET,DCAB,PRIMADONNA,ALFRED HITCHCOCK,93,CRYSTLER BUILDING,MAURSLUKER,EN SIRKEL AV LIV
,18,14,14 / 32,Kolsåslia Suckers,4,INDIANA JONES,FLODHEST,29.09.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1972,RONALDO,128,INDIA,EIFFELTÅRNET,10,TITANIC,MINNESOTA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),TRE,NORDKOREA,ONSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,PRIMADONNA,CHAPLIN,99,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,18,14,14 / 32,Klam KoneKasting,,INDIANA JONES,HESTER,09.09.1939,VERMONT,PSYDUCK,20%,FOTBALLFRUE,RUSSLAND,1970,MULLER,200,TYSKLAND,EIFFELTÅRNET,6,INTO THE SEA,OHIO,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),AK47,SINGAPORE,ONSDAG,PALTHROW,LYSETS HASTIGHET,C OG D OG B OG A,PRIMADONNA,WALT DISNEY,95,CHRYSLER BUILDING,KATTEDYR,KJÆRLIGHET
,18,14,14 / 32,Kampiones,2,INDIANA,FLODHEST,09.04.1939,FLORIDA,PIKACHU,20%,JULI,NORGE,1969,KLOSE,70,JAPAN,EIFFELTÅRNET,12,TITANIC,COLORADO,THE CORRS,B) NEPAL OG MALAYSIA (SAMMENLAGT),AUTOMATGEVÆR,THAILAND,ONSDAG,CRUZ,LYSHASTIGHETEN,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,DIVA,HITCHCOCK,95,EMPIRE STATE BUILDING,BLØTDYR,KJÆRLIGHET
